	Time	0:Light	1:Temperature	2:External	3:Potentiometer
120	2015-05-27 20:37:07	219.000000	216.000000	147.000000	224.000000
121	2015-05-27 20:37:08	221.000000	216.000000	125.000000	224.000000
122	2015-05-27 20:37:09	220.000000	216.000000	140.000000	224.000000
123	2015-05-27 20:37:10	232.000000	216.000000	135.000000	224.000000
124	2015-05-27 20:37:11	233.000000	216.000000	125.000000	224.000000
125	2015-05-27 20:37:12	217.000000	216.000000	147.000000	224.000000
126	2015-05-27 20:37:14	217.000000	216.000000	127.000000	224.000000
127	2015-05-27 20:37:15	218.000000	216.000000	138.000000	224.000000
128	2015-05-27 20:37:16	217.000000	216.000000	140.000000	224.000000
129	2015-05-27 20:37:17	217.000000	216.000000	123.000000	224.000000
130	2015-05-27 20:37:18	217.000000	216.000000	145.000000	224.000000
131	2015-05-27 20:37:19	217.000000	216.000000	131.000000	224.000000
132	2015-05-27 20:37:20	218.000000	216.000000	124.000000	224.000000
133	2015-05-27 20:37:21	217.000000	216.000000	147.000000	224.000000
134	2015-05-27 20:37:22	217.000000	216.000000	132.000000	224.000000
135	2015-05-27 20:37:24	217.000000	216.000000	127.000000	224.000000
136	2015-05-27 20:37:25	217.000000	216.000000	146.000000	224.000000
137	2015-05-27 20:37:26	217.000000	216.000000	130.000000	224.000000
138	2015-05-27 20:37:27	217.000000	216.000000	129.000000	224.000000
139	2015-05-27 20:37:28	217.000000	216.000000	147.000000	224.000000
140	2015-05-27 20:37:29	217.000000	216.000000	126.000000	224.000000
141	2015-05-27 20:37:30	217.000000	216.000000	137.000000	224.000000
142	2015-05-27 20:37:31	217.000000	216.000000	145.000000	224.000000
143	2015-05-27 20:37:32	217.000000	216.000000	124.000000	224.000000
144	2015-05-27 20:37:33	217.000000	216.000000	143.000000	224.000000
145	2015-05-27 20:37:35	217.000000	216.000000	139.000000	224.000000
